áYâú (826-A1),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
20.2,0.98,0.2,12.8,-96.9
21.5,1.23,0.41,26.2,-90.3
22.3,1.7,0.5,39.6,-83
22.3,1.73,0.66,52.7,-73.4
23.3,2.05,0.62,64.9,-57.3
23.3,1.72,0.86,73.8,-23.1
24.4,2.05,0.68,72.9,29.8
24.2,2.06,0.61,63.2,60.4
24.1,1.16,0.85,50.8,75
22.9,0.84,0.68,37.7,84.2
23,0.46,0.42,24.3,91.3
21.8,0.26,0.16,10.9,97.8
21.2,0.01,0.02,0,0
21.2,0,0,0,0
21.4,0,0,0,0
21.5,0,0,0,0
21.5,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.4,0,0,0,0
18.6,0,0,0,0
18.6,0,0,0,0
18.8,0,0,0,0
18.9,0,0.01,0,0
19.1,0.01,0.07,13,-97.1
21.1,0.02,0.23,26.4,-90.7
21.1,0.06,0.42,39.7,-83.4
22.6,0.07,0.57,52.9,-73.8
23.1,0.05,0.7,65.1,-57.9
23.2,0.06,0.74,74.1,-23.4
23.4,0.06,0.73,73.2,30.5
23,0.07,0.66,63.4,61
21.3,0.02,0.44,50.9,75.5
19.2,0,0.22,37.7,84.6
18.5,0.02,0.14,24.4,91.7
18.4,0.02,0.07,11,98.1
18,0,0.01,0,0
17.7,0,0,0,0
17.5,0,0,0,0
19.5,0,0,0,0
20.1,0,0,0,0
20.1,0,0,0,0
19.6,0,0,0,0
19.4,0,0,0,0
19.1,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19.2,0.03,0.02,0.1,-103.9
18.7,0.62,0.22,13.2,-97.4
19.8,1.22,0.42,26.6,-91
19.8,0.36,0.71,39.9,-83.8
21.1,0.46,0.97,53.1,-74.3
21.7,1.14,1.05,65.4,-58.4
22,2.02,0.7,74.4,-23.7
22,1.38,1.02,73.5,31.2
21.9,0.74,1.12,63.6,61.7
22.8,2.02,0.52,51,76
22,1.37,0.58,37.8,85
22.4,0.96,0.41,24.5,92
20.9,0.69,0.18,11.1,98.4
18.4,0.01,0.02,0,0
18.6,0,0,0,0
18.4,0,0,0,0
18.6,0,0,0,0
18.4,0,0,0,0
17.9,0,0,0,0
17.9,0,0,0,0
18.5,0,0,0,0
17.5,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.3,0.07,0.03,0.3,-104.2
17.9,0.96,0.21,13.4,-97.7
19.8,1.75,0.31,26.7,-91.3
21.2,1.33,0.62,40.1,-84.2
22.2,1.39,0.8,53.3,-74.7
21.9,2.02,0.65,65.6,-59
22.3,2.01,0.7,74.8,-24
22.6,0.9,1.19,73.7,31.9
21.7,0.44,1.11,63.7,62.3
21.9,1.35,0.78,51.2,76.5
21.2,0.47,0.7,37.9,85.4
20.2,0.18,0.37,24.6,92.4
20.1,0.2,0.15,11.3,98.8
19.5,0.01,0.02,0,0
18.9,0,0,0,0
19.3,0,0,0,0
19.2,0,0,0,0
19,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19,0,0,0,0
19.1,0,0,0,0
18.9,0,0,0,0
19.1,0,0,0,0
19.1,0.07,0.03,0.5,-104.5
20,0.72,0.22,13.6,-98
21,0.84,0.47,26.9,-91.6
22.9,1.29,0.64,40.3,-84.5
24.4,1.76,0.66,53.5,-75.2
25.1,2.1,0.6,65.8,-59.6
26.2,2.1,0.66,75.1,-24.3
26.5,2.09,0.66,74,32.6
26.4,2.1,0.59,63.9,63
25.1,1.77,0.63,51.3,77
24.9,1.51,0.54,38,85.8
24.6,1.78,0.29,24.7,92.7
23.1,0.84,0.18,11.4,99.1
21.9,0.01,0.02,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
22.3,0,0,0,0
22,0,0,0,0
22.6,0,0,0,0
22.5,0,0,0,0
22.4,0,0,0,0
22.1,0,0,0,0
22.2,0,0,0,0
22,0.11,0.03,0.6,-104.8
22.9,0.44,0.22,13.8,-98.3
23.6,0.62,0.48,27.1,-91.9
25.2,1.91,0.45,40.5,-84.9
25.8,1.99,0.55,53.6,-75.7
26,1.98,0.66,66.1,-60.1
26.6,1.99,0.71,75.4,-24.6
26.5,1.99,0.71,74.3,33.3
27,1.98,0.66,64,63.7
25.7,1.98,0.54,51.4,77.5
25.2,0.48,0.7,38.1,86.2
24,0.21,0.38,24.8,93.1
20.1,0.22,0.16,11.5,99.4
19.4,0.01,0.02,0,0
19.1,0,0,0,0
19,0,0,0,0
19,0,0,0,0
18.8,0,0,0,0
18.7,0,0,0,0
18.7,0,0,0,0
18.6,0,0,0,0
18.2,0,0,0,0
17.2,0,0,0,0
17.4,0,0,0,0
17.3,0.03,0.02,0.8,-105
17.3,0.08,0.16,13.9,-98.6
17.5,0.09,0.33,27.2,-92.3
17.6,0.08,0.51,40.6,-85.3
18,0.1,0.66,53.8,-76.1
18.6,0.19,1,66.3,-60.7
19.9,0.18,1.08,75.7,-25
19.7,0.52,1.23,74.5,34.1
19.7,0.38,1.1,64.2,64.3
19.5,0.18,0.82,51.5,78
18.7,0.92,0.68,38.2,86.6
18,0.14,0.34,24.8,93.4
17.5,0.09,0.13,11.6,99.7
16.9,0,0.01,0,0
16.2,0,0,0,0
15.9,0,0,0,0
15.9,0,0,0,0
15.9,0,0,0,0
16.1,0,0,0,0
16.5,0,0,0,0
16.6,0,0,0,0
16.9,0,0,0,0
17.1,0,0,0,0
16.5,0,0,0,0
16.6,0.2,0.04,1,-105.3
17.8,0.69,0.23,14.1,-98.9
18.9,0.5,0.49,27.4,-92.6
19.4,0.18,0.64,40.8,-85.6
19.5,0.46,0.98,54,-76.6
21.2,1.7,0.81,66.5,-61.3
21.2,0.9,1.21,76,-25.3
21.1,0.72,1.23,74.8,34.8
21.7,1.38,0.94,64.3,65
22,2.04,0.51,51.6,78.5
20.6,1.96,0.4,38.3,87
20.5,1.73,0.3,24.9,93.8
19.4,0.54,0.19,11.7,100
18.3,0.01,0.02,0,0
18.2,0,0,0,0
18.6,0,0,0,0
18.4,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.3,0.03,0.02,1.2,-105.6
18.6,0.11,0.17,14.3,-99.1
19.6,0.06,0.3,27.6,-92.9
19.9,0.06,0.47,40.9,-86
19.9,0.05,0.63,54.2,-77
20,0.23,1.06,66.7,-61.9
21.3,0.22,1.12,76.3,-25.7
21,0.09,0.92,75,35.6
20.8,0.04,0.74,64.5,65.6
20.8,0.04,0.61,51.7,79
20.7,0.06,0.44,38.4,87.4
20.8,0.06,0.27,25,94.1
20.3,0.06,0.11,11.8,100.3
19.2,0,0.01,0,0
19.1,0,0,0,0
19.4,0,0,0,0
19.7,0,0,0,0
19.6,0,0,0,0
19.4,0,0,0,0
19.4,0,0,0,0
19.4,0,0,0,0
19.3,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.7,0.03,0.02,1.4,-105.8
20.4,0.34,0.22,14.4,-99.4
21.9,0.94,0.47,27.7,-93.2
22.9,0.18,0.63,41.1,-86.3
22.4,0.11,0.74,54.3,-77.5
22,0.06,0.78,66.9,-62.5
22.2,0.06,0.83,76.6,-26.1
23.4,0.07,0.82,75.3,36.3
23.2,0.08,0.74,64.6,66.3
22.6,0.08,0.61,51.8,79.5
22.4,0.03,0.38,38.5,87.8
22.1,0.02,0.16,25.1,94.4
22.7,0.06,0.12,11.9,100.6
22,0,0.01,0,0
21.6,0,0,0,0
21.8,0,0,0,0
22,0,0,0,0
22,0,0,0,0
22.2,0,0,0,0
22.5,0,0,0,0
22.7,0,0,0,0
22.5,0,0,0,0
22.4,0,0,0,0
22.3,0,0,0,0
22.5,0.12,0.03,1.5,-106.1
22.8,0.18,0.2,14.6,-99.7
24.2,1.28,0.42,27.9,-93.5
25.8,1.57,0.57,41.2,-86.7
26.9,1.88,0.61,54.5,-77.9
27.6,1.89,0.72,67.1,-63.1
28.3,1.88,0.78,76.9,-26.5
27.5,1.54,0.95,75.5,37.1
28.4,1.27,0.98,64.7,66.9
27.9,1.29,0.82,51.9,79.9
26.3,0.18,0.58,38.6,88.1
25.7,0.18,0.38,25.2,94.7
25.3,0.21,0.17,12,100.9
24.2,0.01,0.02,0,0
23.8,0,0,0,0
23.9,0,0,0,0
23.7,0,0,0,0
23.6,0,0,0,0
23.6,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
22,0,0,0,0
21.9,0,0,0,0
21.5,0.07,0.03,1.7,-106.3
22,0.15,0.19,14.7,-100
22.9,0.07,0.34,28,-93.8
23.8,0.12,0.59,41.4,-87.1
23,0.09,0.67,54.6,-78.4
23.2,0.06,0.82,67.3,-63.7
22.9,0.06,0.89,77.2,-27
23.3,0.06,0.88,75.7,37.9
24.6,0.26,1.05,64.9,67.6
25.1,0.27,0.88,52,80.4
24.6,0.08,0.49,38.7,88.5
25.3,0.92,0.43,25.3,95.1
25,0.72,0.19,12.1,101.2
23.4,0.03,0.02,0,0
22.6,0,0,0,0
22.9,0,0,0,0
22.8,0,0,0,0
22.7,0,0,0,0
22.4,0,0,0,0
22.5,0,0,0,0
22.5,0,0,0,0
22.3,0,0,0,0
22.1,0,0,0,0
22.1,0,0,0,0
21.9,0.28,0.04,1.8,-106.6
22.9,0.88,0.24,14.9,-100.2
24.6,1.36,0.42,28.1,-94.1
25.2,1.16,0.69,41.5,-87.4
26.6,1.38,0.82,54.8,-78.8
26.1,1.97,0.68,67.5,-64.3
28,1.63,0.92,77.5,-27.4
27.6,1.97,0.72,76,38.7
27.4,1.98,0.65,65,68.2
26.8,1.35,0.8,52.1,80.9
25.9,0.29,0.66,38.8,88.9
26,0.43,0.44,25.4,95.4
25.7,0.78,0.19,12.2,101.5
23.7,0.03,0.02,0,0
23,0,0,0,0
23.1,0,0,0,0
22.6,0,0,0,0
22.7,0,0,0,0
22.4,0,0,0,0
22.4,0,0,0,0
22.3,0,0,0,0
21.9,0,0,0,0
21.6,0,0,0,0
21.5,0,0,0,0
21.3,0.03,0.02,2,-106.8
22.1,0.06,0.14,15,-100.5
23,0.05,0.3,28.3,-94.4
23.3,0.1,0.54,41.6,-87.8
23.1,0.05,0.61,54.9,-79.3
23.2,0.05,0.73,67.7,-64.9
24.1,0.07,0.53,77.8,-27.9
23.2,0.08,0.51,76.2,39.5
23.1,0.02,0.54,65.1,68.8
22.4,0,0.46,52.2,81.3
22.6,0.03,0.22,38.8,89.2
19.9,0,0.15,25.5,95.7
18.9,0.01,0.06,12.3,101.8
19,0.01,0.01,0,0
18.6,0,0,0,0
18.8,0,0,0,0
17.6,0,0,0,0
17.1,0,0,0,0
16.1,0,0,0,0
15.6,0,0,0,0
15.7,0,0,0,0
15.1,0,0,0,0
16.1,0,0,0,0
16.2,0,0,0,0
16.1,0.03,0.02,2.2,-107.1
16.5,0.06,0.14,15.1,-100.8
16.7,0.06,0.3,28.4,-94.7
16.5,0.06,0.45,41.8,-88.1
17.1,0.04,0.61,55.1,-79.7
17.1,0.02,0.73,67.9,-65.5
16.3,0.06,0.53,78,-28.4
15.9,0.07,0.52,76.4,40.3
15.6,0.02,0.54,65.2,69.5
15.9,0.04,0.41,52.3,81.8
16.1,0.06,0.42,38.9,89.6
16.7,0.06,0.26,25.6,96
17,0.06,0.12,12.4,102.1
16.9,0.01,0.02,0,0
17.2,0,0,0,0
17.3,0,0,0,0
17.8,0,0,0,0
17.9,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
17.6,0,0,0,0
17.8,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
16.7,0.07,0.03,2.3,-107.3
17.8,0.1,0.18,15.3,-101
18,0.06,0.31,28.5,-95
19,0.36,0.74,41.9,-88.5
19.4,0.07,0.61,55.2,-80.1
20.7,0.06,0.73,68,-66.1
21.6,0.12,0.9,78.3,-29
19.8,0.09,0.76,76.6,41.1
20.1,0.08,0.7,65.4,70.1
20,0.06,0.59,52.4,82.2
19.9,0.07,0.44,39,89.9
19.8,0.06,0.28,25.7,96.3
19.8,0.06,0.12,12.5,102.3
19.6,0.01,0.02,0,0
19.5,0,0,0,0
19.6,0,0,0,0
19.5,0,0,0,0
19.4,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19.4,0,0,0,0
19.5,0,0,0,0
19.6,0,0,0,0
19.4,0.07,0.03,2.4,-107.6
19.4,0.02,0.1,15.4,-101.3
19.2,0.02,0.16,28.6,-95.3
18.8,0.03,0.23,42,-88.8
18.9,0.03,0.29,55.3,-80.6
16.7,0,0.35,68.2,-66.7
16.4,0,0.38,78.5,-29.5
16,0,0.37,76.8,41.9
15.6,0,0.34,65.5,70.7
16.1,0.06,0.25,52.5,82.6
16,0.02,0.22,39.1,90.3
15.6,0.01,0.14,25.7,96.6
15.3,0.02,0.09,12.6,102.6
15.4,0.01,0.02,0,0
15.8,0,0,0,0
15.4,0,0,0,0
15.6,0,0,0,0
15.6,0,0,0,0
15.8,0,0,0,0
16,0,0,0,0
16.2,0,0,0,0
16.3,0,0,0,0
16.5,0,0,0,0
16.5,0,0,0,0
16.8,0.12,0.03,2.6,-107.8
17.3,0.08,0.18,15.5,-101.5
18.7,0.68,0.51,28.8,-95.5
19.9,0.91,0.74,42.1,-89.1
20.5,1.14,0.91,55.5,-81
20.5,0.19,1.01,68.4,-67.3
19.8,0.05,0.9,78.8,-30.1
20.1,0.06,0.89,77,42.7
20.1,0.07,0.79,65.6,71.3
20.2,0.09,0.65,52.5,83.1
20,0.26,0.66,39.2,90.6
19.5,0.09,0.31,25.8,96.9
19.1,0.09,0.14,12.7,102.9
18.8,0.01,0.02,0,0
18.8,0,0,0,0
18.9,0,0,0,0
18.7,0,0,0,0
18.6,0,0,0,0
18.8,0,0,0,0
18.8,0,0,0,0
18.7,0,0,0,0
18.8,0,0,0,0
18.9,0,0,0,0
18.8,0,0,0,0
19,0.07,0.03,2.7,-108
19.4,0.1,0.19,15.7,-101.8
20.1,0.09,0.36,28.9,-95.8
19.8,0.06,0.46,42.2,-89.5
20.5,0.05,0.62,55.6,-81.4
20.8,0.04,0.74,68.5,-68
21.3,0.1,0.9,79,-30.7
20.6,0.06,0.76,77.2,43.5
20.7,0.06,0.7,65.7,71.9
20.3,0.04,0.59,52.6,83.5
20.1,0.06,0.42,39.3,91
19.9,0.06,0.27,25.9,97.2
19.9,0.06,0.12,12.8,103.1
19.8,0.01,0.02,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.9,0,0,0,0
20,0,0,0,0
20,0,0,0,0
19.9,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20,0.07,0.03,2.9,-108.3
20.2,0.05,0.15,15.8,-102
20.4,0.05,0.3,29,-96.1
20.5,0.05,0.46,42.3,-89.8
20.8,0.03,0.62,55.7,-81.9
21.2,0.03,0.74,68.6,-68.6
21.9,0.05,0.78,79.3,-31.3
21.3,0.06,0.76,77.4,44.3
20.6,0.05,0.7,65.8,72.5
20.3,0.07,0.56,52.7,83.9
20.4,0.06,0.43,39.4,91.3
20,0.08,0.32,26,97.4
20.1,0.06,0.12,12.9,103.4
19.3,0.01,0.02,0,109.7
19.1,0,0,0,0
19,0,0,0,0
19.2,0,0,0,0
19.3,0,0,0,0
19.1,0,0,0,0
19.4,0,0,0,0
19.4,0,0,0,0
18.8,0,0,0,0
18.7,0,0,0,0
18.6,0,0,0,0
18.2,0.28,0.04,3,-108.5
18.4,0.22,0.23,15.9,-102.3
19,0.27,0.48,29.1,-96.4
20.3,1.46,0.62,42.4,-90.1
19.8,0.61,1.01,55.8,-82.3
21.1,2.05,0.63,68.8,-69.2
20.9,2.06,0.67,79.5,-32
21.3,2.06,0.67,77.6,45.2
21.7,2.05,0.62,65.9,73
21,2.05,0.51,52.8,84.3
20.8,1.98,0.4,39.4,91.6
20.9,1.78,0.3,26.1,97.7
19.6,0.26,0.19,13,103.6
17.7,0.07,0.03,0.1,110
16.8,0,0,0,0
16.4,0,0,0,0
16.3,0,0,0,0
16.1,0,0,0,0
15.9,0,0,0,0
15.6,0,0,0,0
16,0,0,0,0
16.3,0,0,0,0
16.3,0,0,0,0
16.1,0,0,0,0
16.4,0.38,0.04,3.1,-108.7
18,0.22,0.23,16,-102.5
19.4,1.22,0.46,29.2,-96.6
20.3,2.01,0.42,42.5,-90.4
20.6,2.06,0.54,55.9,-82.7
20.9,2.07,0.62,68.9,-69.8
21.5,2.06,0.67,79.7,-32.7
21.7,1.42,1.02,77.8,46
21.8,0.94,1.1,66,73.6
20.5,0.6,0.96,52.9,84.7
20.7,1.98,0.4,39.5,91.9
20.2,1.8,0.3,26.2,98
19.7,0.23,0.19,13.1,103.9
18.1,0.07,0.03,0.3,110.2
17.3,0,0,0,0
17.5,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
18.3,0,0,0,0
17.5,0,0,0,0
17.9,0,0,0,0
17.7,0,0,0,0
17.8,0,0,0,0
17.5,0,0,0,0
17.5,0.16,0.04,3.2,-108.9
18.6,0.11,0.2,16.1,-102.8
20.1,0.26,0.48,29.3,-96.9
21.4,0.11,0.57,42.6,-90.8
21.6,0.11,0.74,56,-83.1
23.2,0.43,1.16,69,-70.4
23.2,1.81,0.82,79.9,-33.4
22.8,1.8,0.82,78,46.8
23.3,1.81,0.74,66.1,74.2
22.7,0.99,0.91,53,85.1
22.2,0.1,0.54,39.6,92.2
21.5,0.12,0.34,26.3,98.2
20.8,0.13,0.16,13.2,104.1
19.9,0.04,0.02,0.4,110.4
19.9,0,0,0,0
20.2,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20.3,0,0,0,0
20.5,0,0,0,0
20.5,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.6,0,0,0,0
20.9,0.06,0.03,3.3,-109.1
21.2,0.06,0.15,16.2,-103
19.5,0.04,0.3,29.4,-97.2
18,0.03,0.47,42.7,-91.1
20.4,0.02,0.62,56.1,-83.5
20.6,0.02,0.74,69.1,-71
21.5,0.04,0.78,80.2,-34.1
20.6,0.04,0.77,78.2,47.6
20.7,0.05,0.7,66.3,74.7
20.7,0.06,0.57,53.1,85.5
20.9,0.03,0.34,39.7,92.5
21,0.01,0.15,26.4,98.5
21,0.01,0.07,13.3,104.3
21.2,0.01,0.01,0.5,110.6
21,0,0,0,0
20.5,0,0,0,0
19.9,0,0,0,0
19.9,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20.1,0,0,0,0
20.4,0,0,0,0
20.6,0,0,0,0
20.1,0,0,0,0
18.8,0.02,0.02,3.4,-109.4
17.6,0.05,0.15,16.3,-103.2
17.2,0.07,0.36,29.5,-97.4
19.2,0.13,0.6,42.8,-91.4
19.7,0.52,1.01,56.2,-83.9
19.7,0.18,1.02,69.3,-71.6
19.4,0.38,1.22,80.4,-34.9
19.6,0.19,1.07,78.3,48.5
19.4,0.12,0.9,66.4,75.3
19.2,0.13,0.75,53.1,85.9
18.9,0.3,0.68,39.8,92.8
18.6,0.36,0.45,26.5,98.7
17.9,0.15,0.18,13.4,104.6
17.5,0.04,0.02,0.6,110.9
17.5,0,0,0,0
17.3,0,0,0,0
17.1,0,0,0,0
17.2,0,0,0,0
17.5,0,0,0,0
17.9,0,0,0,0
18.3,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
17,0,0,0,0
17.1,0.19,0.05,3.6,-109.6
17,0.13,0.21,16.4,-103.4
17.6,0.11,0.4,29.5,-97.7
18.6,0.11,0.59,42.9,-91.7
18.4,0.13,0.75,56.2,-84.3
19.6,0.11,0.89,69.4,-72.2
20.7,0.23,1.14,80.6,-35.7
20.5,0.11,0.94,78.5,49.3
21,0.96,1.1,66.4,75.8
21.1,1.23,0.85,53.2,86.2
20.6,1.82,0.46,39.9,93.1
20.9,1.65,0.33,26.5,99
19.7,1.11,0.2,13.5,104.8
17.5,0.04,0.02,0.7,111.1
17,0,0,0,0
16.2,0,0,0,0
17.1,0,0,0,0
16.4,0,0,0,0
18.1,0,0,0,0
17.7,0,0,0,0
17.8,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
18.2,0,0,0,0
17.7,0.07,0.03,3.7,-109.8
18.2,0.05,0.16,16.5,-103.7
17.6,0.05,0.31,29.6,-97.9
18,0.06,0.46,42.9,-92
18.7,0.07,0.58,56.3,-84.7
18.9,0.02,0.74,69.4,-72.8
18.4,0.03,0.78,80.7,-36.5
18.3,0.05,0.77,78.7,50.1
20,0.04,0.7,66.5,76.3
18.8,0.06,0.57,53.3,86.6
18.8,0.06,0.42,39.9,93.4
17.4,0.05,0.27,26.6,99.2
15.9,0.03,0.1,13.6,105
14.8,0.01,0.01,0.8,111.3
14.2,0,0,0,0
14.1,0,0,0,0
14.6,0,0,0,0
15.2,0,0,0,0
15.7,0,0,0,0
15.9,0,0,0,0
16.5,0,0,0,0
16.7,0,0,0,0
16.9,0,0,0,0
17.3,0,0,0,0
17.7,0.02,0.02,3.7,-110
18.2,0.03,0.14,16.5,-103.9
18.4,0.02,0.24,29.7,-98.2
18.4,0.01,0.25,43,-92.3
18.2,0.01,0.48,56.4,-85.1
18.7,0.09,0.68,69.5,-73.4
19,0.05,0.54,80.9,-37.3
19,0.06,0.53,78.8,50.9
19.1,0.04,0.7,66.6,76.8
19.1,0.06,0.57,53.4,86.9
19.3,0.06,0.42,40,93.7
19.2,0.06,0.27,26.7,99.4
19,0.06,0.13,13.6,105.2
18.8,0.01,0.02,0.9,111.5
19.2,0,0,0,0
19.4,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.7,0,0,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.7,0,0,0,0
19.8,0.07,0.03,3.8,-110.2
19.9,0.06,0.16,16.6,-104.1
19.7,0.06,0.3,29.7,-98.4
19.9,0.04,0.48,43.1,-92.6
20.2,0.07,0.59,56.4,-85.5
20.8,0.09,0.68,69.6,-74
20.4,0.04,0.78,81.1,-38.2
20.8,0.05,0.77,79,51.7
20.5,0.04,0.71,66.7,77.3
20.4,0.06,0.58,53.5,87.3
20.2,0.06,0.42,40.1,93.9
20.4,0.05,0.27,26.8,99.7
20.2,0.05,0.14,13.7,105.4
20.1,0.04,0.02,1.1,111.6
20.1,0,0,0,0
20.2,0,0,0,0
20.2,0,0,0,0
20.1,0,0,0,0
20.2,0,0,0,0
20.1,0,0,0,0
20.2,0,0,0,0
20.1,0,0,0,0
20.1,0,0,0,0
20.2,0,0,0,0
20,0.02,0.02,3.9,-110.4
20,0.02,0.09,16.7,-104.3
20.3,0.02,0.25,29.8,-98.7
20.7,0.06,0.46,43.1,-92.8
20.9,0.07,0.59,56.5,-85.9
20.9,0.09,0.68,69.7,-74.6
21.3,0.04,0.78,81.3,-39.1
21.2,0.05,0.77,79.1,52.5
21.6,0.04,0.71,66.8,77.8
21.5,0.06,0.58,53.5,87.6
21.6,0.06,0.43,40.2,94.2
21.3,0.05,0.27,26.9,99.9
21.1,0.05,0.14,13.8,105.6
21.1,0.04,0.02,1.2,111.8
21.2,0,0,0,0
21.4,0,0,0,0
21.5,0,0,0,0
21.6,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
21.9,0,0,0,0
22.1,0,0,0,0
22.3,0,0,0,0
22.4,0,0,0,0
22.6,0.06,0.04,4,-110.6
22.8,0.06,0.16,16.8,-104.5
23.4,0.05,0.31,29.9,-98.9
22.9,0.06,0.46,43.2,-93.1
23.5,0.07,0.59,56.6,-86.2
24.5,0.09,0.68,69.8,-75.1
23.7,0.04,0.78,81.4,-40
22.3,0.07,0.53,79.3,53.3
22.1,0,0.54,66.9,78.3
21.8,0.06,0.58,53.6,87.9
21.4,0.05,0.43,40.3,94.4
21.4,0.02,0.23,27,100.1
20.8,0.02,0.1,13.9,105.8
20,0.04,0.02,1.3,112
19.5,0,0,0,0
19.4,0,0,0,0
19.1,0,0,0,0
18.5,0,0,0,0
18.3,0,0,0,0
18.2,0,0,0,0
18.7,0,0,0,0
18.7,0,0,0,0
18.6,0,0,0,0
18.9,0,0,0,0
19.1,0.18,0.05,4.1,-110.8
19.3,0.17,0.23,16.8,-104.7
19.7,0.13,0.41,29.9,-99.1
20.3,0.12,0.6,43.2,-93.4
22,0.11,0.78,56.6,-86.6
22.8,0.59,1.18,69.8,-75.7
22,1.82,0.81,81.6,-40.9
22.4,0.59,1.26,79.4,54.1
21.9,1.22,1.02,67,78.8
22.8,1.52,0.74,53.7,88.2
22.1,1.26,0.63,40.3,94.7
21.8,0.66,0.48,27.1,100.3
20.5,0.13,0.18,14,106
19.8,0.07,0.03,1.4,112.2
19.4,0,0,0,0
19.3,0,0,0,0
18.8,0,0,0,0
19.2,0,0,0,0
19,0,0,0,0
19.4,0,0,0,0
19.4,0,0,0,0
19.3,0,0,0,0
19,0,0,0,0
18.9,0,0,0,0
19,0.31,0.06,4.2,-110.9
19.5,0.3,0.26,16.9,-104.9
20.9,0.44,0.53,30,-99.3
21.1,0.94,0.76,43.3,-93.7
21.5,0.93,0.98,56.6,-86.9
22.1,2.02,0.66,69.9,-76.2
21.8,1.67,0.9,81.7,-41.8
22.4,2.01,0.7,79.6,54.8
22.8,2.01,0.64,67.1,79.2
22.3,2,0.54,53.8,88.5
22.2,1.63,0.53,40.4,94.9
21.6,1.78,0.3,27.2,100.5
20.5,0.66,0.23,14.1,106.1
19.8,0.12,0.03,1.5,112.3
19.6,0,0,0,0
19.9,0,0,0,0
20.2,0,0,0,0
20.4,0,0,0,0
20.2,0,0,0,0
20,0,0,0,0
20,0,0,0,0
19.9,0,0,0,0
19.5,0,0,0,0
19.1,0,0,0,0
19.6,0.23,0.06,4.2,-111.1
20.4,0.26,0.26,16.9,-105.1
21.5,0.32,0.5,30,-99.5
22.8,0.95,0.75,43.3,-93.9
23.3,0.7,1.02,56.7,-87.3
23,1.12,1.08,69.9,-76.8
22.7,0.39,1.24,81.8,-42.8
22.2,0.13,1.02,79.7,55.6
22.2,0.1,0.82,67.2,79.7
21.6,0.08,0.7,53.9,88.8
21.8,0.16,0.59,40.5,95.1
21,0.09,0.34,27.2,100.7
21.1,0.16,0.19,14.2,106.3
20.3,0.07,0.03,1.6,112.5
20.5,0,0,0,0
20.5,0,0,0,0
20.5,0,0,0,0
20.6,0,0,0,0
20.9,0,0,0,0
21,0,0,0,0
21.1,0,0,0,0
21.3,0,0,0,0
21.6,0,0,0,0
21.8,0,0,0,0
22.1,0.07,0.04,4.3,-111.3
22.3,0.08,0.18,17,-105.3
22.9,0.07,0.35,30.1,-99.7
23.4,0.06,0.52,43.3,-94.2
25.3,0.18,0.86,56.7,-87.6
27.2,0.12,0.89,70,-77.3
26.1,0.11,0.96,82,-43.7
26.2,0.06,0.85,79.8,56.3
26.4,0.1,0.89,67.3,80.1
26.9,0.48,0.97,53.9,89.1
28.3,0.11,0.57,40.6,95.4
26.3,0.13,0.37,27.3,100.9
25.6,0.29,0.22,14.3,106.5
24.3,0.29,0.04,1.7,112.6
23.5,0,0,0,0
23,0,0,0,0
22.9,0,0,0,0
22.8,0,0,0,0
22.7,0,0,0,0
22.9,0,0,0,0
22.9,0,0,0,0
22.7,0,0,0,0
22.6,0,0,0,0
22.7,0,0,0,0
22.8,0.11,0.05,4.4,-111.5
23,0.1,0.21,17,-105.5
23.8,0.09,0.38,30.1,-99.9
24.1,0.09,0.56,43.4,-94.4
26.9,0.4,0.99,56.7,-87.9
27.2,0.38,1.15,70,-77.8
